Gene,Liver_nTPM,Brain_nTPM
SATB1,14.2,0
AP2A2,14.2,0
PTRHD1,14.2,0
SIRT7,14.2,0
UVRAG,14.2,0
CHAMP1,14.2,0
HTD2,14.2,0
MAP4K3,14.1,0
UBR7,14.1,0
NUP160,14.1,0
INTS13,14.1,0
ME2,14.1,0
GLG1,14.1,0
SLC15A3,14.1,0
GCA,14.1,0
C1orf198,14.1,0
ABCB7,14.1,0
COQ3,14.1,0
RBM38,14.1,0
KIDINS220,14.1,0
TAF5L,14.1,0
FCGR2A,14.1,0
RHBDD1,14.1,0
GZMA,14.1,0
RPP30,14.1,0
RABGEF1,14.1,0
TSR2,14.1,0
ADPGK,14.1,0
KIAA0232,14.1,0
C16orf91,14.1,0
MED14,14.1,0
RNF41,14.1,0
DENND5A,14.1,0
MYO6,14.1,0
IGHV5-51,14.1,0
KDM4A,14,0
TCF3,14,0
DNAJC10,14,0
MCOLN1,14,0
TMEM38B,14,0
NCALD,14,0
ASPA,14,0
PCGF1,14,0
PKD2,14,0
SMNDC1,14,0
TMEM54,14,0
BCL2L12,14,0
PPFIA1,14,0
DCAF7,14,0
BLTP1,14,0
GLTP,14,0
PRUNE1,14,0
KRTCAP3,14,0
PRMT2,14,0
PUS10,14,0
AXL,14,0
TSR1,14,0
THBS3,14,0
TMEM52,14,0
GGTA1,14,0
NCKIPSD,14,0
MED15,13.9,0
TRIP4,13.9,0
DHX40,13.9,0
CD83,13.9,0
PRKAR2A,13.9,0
GBP3,13.9,0
BLZF1,13.9,0
AP5S1,13.9,0
YEATS4,13.9,0
NXT1,13.9,0
RNASEH2B,13.9,0
TP53BP2,13.9,0
METTL14,13.9,0
RNF44,13.9,0
DOCK5,13.9,0
ZNF276,13.9,0
SPINT2,13.9,0
RBM4B,13.9,0
IP6K1,13.9,0
HNRNPA0,13.9,0
CMSS1,13.9,0
RBM34,13.9,0
ZNF655,13.9,0
HAUS7,13.9,0
IGKV1-16,13.9,0
ARHGEF5,13.8,0
JMJD4,13.8,0
LAMB1,13.8,0
TRMU,13.8,0
RBM28,13.8,0
B9D1,13.8,0
DHX58,13.8,0
TRAPPC13,13.8,0
TUBGCP3,13.8,0
ADORA2A,13.8,0
ANGPTL2,13.8,0
RAB40B,13.8,0
ITGA9,13.8,0
FAM171A1,13.8,0
NOPCHAP1,13.8,0
ERCC3,13.8,0
WDR41,13.8,0
NUDCD2,13.8,0
ATF7,13.8,0
ZNF417,13.8,0
RRS1,13.8,0
ALG12,13.8,0
NOP9,13.8,0
TLK1,13.8,0
SMC5,13.8,0
TRIM13,13.8,0
SNX2,13.8,0
TMEM238,13.8,0
FBXO42,13.7,0
ZNF800,13.7,0
INPP5A,13.7,0
DNAJC17,13.7,0
DOT1L,13.7,0
TGFBR1,13.7,0
CDH23,13.7,0
ICAM2,13.7,0
CLK4,13.7,0
HMGXB3,13.7,0
ABITRAM,13.7,0
CYREN,13.7,0
MKLN1,13.7,0
TERF2,13.7,0
STAB2,13.7,0
IL18BP,13.7,0
C1orf35,13.7,0
TOR2A,13.7,0
ANKZF1,13.7,0
APBB2,13.7,0
NPY1R,13.7,0
CD300A,13.7,0
SPTBN2,13.7,0
MSL2,13.7,0
ARL17A,13.7,0
H2AX,13.7,0
MDM4,13.7,0
TMEM199,13.7,0
DENND11,13.7,0
SRSF8,13.7,0
PLEKHA5,13.6,0
SPECC1L,13.6,0
ELL,13.6,0
BLVRA,13.6,0
CUL2,13.6,0
SLC35F5,13.6,0
SSX2IP,13.6,0
KDM3B,13.6,0
ZMYM2,13.6,0
ZNF205,13.6,0
KLF16,13.6,0
GTPBP3,13.6,0
NUP58,13.6,0
SDE2,13.6,0
NIPSNAP2,13.6,0
MFSD14B,13.6,0
TBCEL,13.6,0
GTF2A1,13.6,0
NPIPB12,13.6,0
ZNF217,13.6,0
PRL,13.6,0
ZNF408,13.6,0
SERTAD2,13.6,0
ZNF181,13.6,0
ZXDB,13.6,0
IGHV1-18,13.6,0
HIPK2,13.5,0
NECAP1,13.5,0
RBBP8,13.5,0
NKAP,13.5,0
CHRAC1,13.5,0
KAT2A,13.5,0
HARS2,13.5,0
TRMT1L,13.5,0
OCRL,13.5,0
HCST,13.5,0
LSM8,13.5,0
SP110,13.5,0
UGGT1,13.5,0
CGREF1,13.5,0
LNPK,13.5,0
PAK1,13.5,0
RABGAP1L,13.5,0
APOOL,13.5,0
MED19,13.5,0
ATAD3B,13.5,0
SCNN1D,13.5,0
ERAP2,13.5,0
RSRC1,13.5,0
ZNF771,13.5,0
EHMT1,13.5,0
SERTAD1,13.5,0
IGLV4-69,13.5,0
SRCIN1,13.5,0
CREBBP,13.4,0
VPS35L,13.4,0
STK3,13.4,0
KLHDC4,13.4,0
MAGOHB,13.4,0
TMCO6,13.4,0
SLC41A3,13.4,0
FBXW2,13.4,0
ACOT9,13.4,0
MGME1,13.4,0
SMARCA4,13.4,0
COLGALT1,13.4,0
PNPLA7,13.4,0
DCAF15,13.4,0
VPS54,13.4,0
VIPAS39,13.4,0
RBMS1,13.4,0
DEDD2,13.4,0
NUP35,13.4,0
TRIM44,13.4,0
ZNF266,13.4,0
ZBTB7A,13.4,0
PTPRCAP,13.4,0
CCNQ,13.4,0
PIK3C2A,13.3,0
SLC30A9,13.3,0
RIPOR3,13.3,0
ELN,13.3,0
MON2,13.3,0
MRGBP,13.3,0
TIMMDC1,13.3,0
TMCO3,13.3,0
ADGRL4,13.3,0
TNFRSF11B,13.3,0
R3HCC1L,13.3,0
RBPMS2,13.3,0
ADRB2,13.3,0
SLC33A1,13.3,0
ZNF581,13.3,0
P4HTM,13.3,0
CMTR2,13.3,0
LHFPL6,13.3,0
PPT2,13.3,0
SOAT1,13.2,0
PPP1R12A,13.2,0
PPP2R5B,13.2,0
EIF4G3,13.2,0
DICER1,13.2,0
CRYM,13.2,0
SMC3,13.2,0
TRAK2,13.2,0
GLE1,13.2,0
ADCK2,13.2,0
CREBZF,13.2,0
LRPPRC,13.2,0
CREB3L4,13.2,0
SPATA2L,13.2,0
ANO10,13.2,0
CUL5,13.2,0
ATP9B,13.2,0
C3orf38,13.2,0
H2BC4,13.2,0
C2orf76,13.2,0
ZBTB44,13.2,0
YRDC,13.2,0
ENTPD4,13.2,0
PELI1,13.2,0
IGHV4-39,13.2,0
ELFN1,13.2,0
IGKV1-17,13.2,0
HYPK,13.2,0
PRKDC,13.2,0
SNX24,13.1,0
COL5A3,13.1,0
KDM2B,13.1,0
HCK,13.1,0
BLMH,13.1,0
LPXN,13.1,0
GTF2H3,13.1,0
SUDS3,13.1,0
UNC93A,13.1,0
TGFB3,13.1,0
FRMD8,13.1,0
SERGEF,13.1,0
KRI1,13.1,0
KRAS,13.1,0
WDR36,13.1,0
NUDT15,13.1,0
MRPL50,13.1,0
IFIT5,13.1,0
GBP4,13.1,0
RFT1,13.1,0
CLMN,13.1,0
PTER,13.1,0
IDH3A,13.1,0
TRUB2,13.1,0
MEX3C,13.1,0
CHST15,13.1,0
TAF9B,13.1,0
CACNA1H,13.1,0
MAP3K3,13.1,0
ZNF316,13.1,0
LIN37,13.1,0
CTDP1,13,0
ADAMTS2,13,0
ESF1,13,0
PYCARD,13,0
GABPB1,13,0
ATG4D,13,0
ISG20L2,13,0
ZMYM3,13,0
NOCT,13,0
GEMIN6,13,0
ACSS1,13,0
TSPAN33,13,0
CSGALNACT2,13,0
ZNF282,13,0
ANKS4B,13,0
AEN,13,0
ANKFY1,13,0
DXO,13,0
ZSWIM7,13,0
TMEM150C,13,0
HNF1B,13,0
SNX11,12.9,0
RHBDF1,12.9,0
YIPF1,12.9,0
NSF,12.9,0
DNM1L,12.9,0
THOC5,12.9,0
PIGU,12.9,0
CCDC86,12.9,0
WRAP73,12.9,0
ICMT,12.9,0
NECAB3,12.9,0
CDK7,12.9,0
LAMC1,12.9,0
SSH2,12.9,0
C1orf131,12.9,0
BCL2L11,12.9,0
SIK3,12.9,0
TYW3,12.9,0
AGGF1,12.9,0
TMED3,12.9,0
USP19,12.9,0
SMARCC1,12.9,0
CHD2,12.9,0
B3GALT6,12.9,0
FAM83H,12.9,0
HDDC3,12.9,0
BRF1,12.9,0
BRCC3,12.9,0
GRK6,12.9,0
KIFBP,12.9,0
NBDY,12.9,0
CLCN6,12.8,0
TBPL1,12.8,0
MFAP3,12.8,0
ANAPC4,12.8,0
CST7,12.8,0
BTAF1,12.8,0
ABCD1,12.8,0
PIGL,12.8,0
EFEMP1,12.8,0
TBCC,12.8,0
TRAFD1,12.8,0
TMOD3,12.8,0
GPR107,12.8,0
HAUS1,12.8,0
RAD17,12.8,0
CIART,12.8,0
ABRAXAS2,12.8,0
PIP4K2C,12.8,0
IGHJ2,12.8,0
ENSG00000284976,12.8,0
STOML1,12.7,0
TMEM131,12.7,0
PIK3C3,12.7,0
FYB1,12.7,0
UNC13D,12.7,0
USP11,12.7,0
MON1B,12.7,0
SGK3,12.7,0
PAK1IP1,12.7,0
ABCB6,12.7,0
DARS2,12.7,0
EMC1,12.7,0
LSP1,12.7,0
NAPG,12.7,0
NUP42,12.7,0
MRPL17,12.7,0
ANAPC10,12.7,0
REEP4,12.7,0
ADAM9,12.7,0
COQ2,12.7,0
TEAD1,12.7,0
TMA16,12.7,0
PIGBOS1,12.7,0
RASSF5,12.7,0
POM121C,12.7,0
ORAI1,12.7,0
IQCJ-SCHIP1,12.7,0
CRY1,12.6,0
PRSS3,12.6,0
RTN4R,12.6,0
ZNF275,12.6,0
EFNA2,12.6,0
BEX4,12.6,0
SLC16A10,12.6,0
PPL,12.6,0
UBN1,12.6,0
IFI27L2,12.6,0
DOCK6,12.6,0
ENOSF1,12.6,0
BMAL1,12.6,0
PARP16,12.6,0
FOXK2,12.6,0
TIMM29,12.6,0
FIP1L1,12.6,0
ABT1,12.6,0
EEF1AKMT1,12.6,0
CETN3,12.6,0
USP1,12.6,0
C2CD2L,12.6,0
RELN,12.6,0
GNL1,12.6,0
ANKRD28,12.6,0
IGLV8-61,12.6,0
RC3H2,12.5,0
CDK14,12.5,0
PTPRH,12.5,0
CADPS2,12.5,0
ALG9,12.5,0
CLEC11A,12.5,0
ARHGEF2,12.5,0
P3H1,12.5,0
WDR55,12.5,0
ARMC7,12.5,0
TUBGCP6,12.5,0
CCDC32,12.5,0
PHF20L1,12.5,0
RAB2B,12.5,0
USPL1,12.5,0
UGT2A3,12.5,0
IL6,12.5,0
DYNC2LI1,12.5,0
PPCDC,12.5,0
TATDN2,12.5,0
SLC37A3,12.5,0
RRP1,12.5,0
TTC9C,12.5,0
CCDC51,12.5,0
SEPTIN8,12.5,0
SHH,12.5,0
ZSCAN21,12.5,0
ZRSR2,12.5,0
PAWR,12.5,0
RCC1,12.5,0
NOC4L,12.5,0
MOSMO,12.5,0
ANAPC7,12.5,0
ZBTB14,12.5,0
DNAJC9,12.5,0
TSPOAP1,12.4,0
MARK4,12.4,0
CCDC22,12.4,0
LY86,12.4,0
PRDM2,12.4,0
ITGB1BP1,12.4,0
ZNF133,12.4,0
UNK,12.4,0
ZNF280D,12.4,0
FNBP1L,12.4,0
TLE3,12.4,0
FAM50B,12.4,0
ITPRIP,12.4,0
HSPA13,12.4,0
DFFA,12.4,0
ACP6,12.4,0
ERMAP,12.4,0
RP9,12.4,0
TTC8,12.4,0
C15orf40,12.4,0
RNF34,12.4,0
CERS6,12.4,0
PHF8,12.4,0
POGLUT3,12.4,0
TPPP2,12.4,0
SYNE4,12.4,0
PTAR1,12.4,0
RRP7A,12.4,0
ZNF814,12.4,0
TRBC2,12.4,0
KDM5D,12.3,0
VPS13D,12.3,0
DHX29,12.3,0
ACSL4,12.3,0
ADGRF5,12.3,0
NUP37,12.3,0
ATRX,12.3,0
SOS2,12.3,0
RP2,12.3,0
SETD6,12.3,0
DNMBP,12.3,0
NPRL2,12.3,0
LRIF1,12.3,0
KLF2,12.3,0
DOHH,12.3,0
EMC8,12.3,0
PCBD2,12.3,0
AOAH,12.3,0
GATA6,12.3,0
PIGK,12.3,0
GPM6A,12.3,0
ELK4,12.3,0
NAA15,12.3,0
HEXIM2,12.3,0
TPSAB1,12.3,0
FAM210A,12.3,0
TPSB2,12.3,0
RAB40C,12.3,0
ENSG00000257767,12.3,0
IGHV2-70,12.3,0
NFYA,12.2,0
ZW10,12.2,0
PEX1,12.2,0
FAM98C,12.2,0
RFX5,12.2,0
ZNF18,12.2,0
RUSC1,12.2,0
ZBTB5,12.2,0
ONECUT1,12.2,0
ZNF160,12.2,0
RALGAPA1,12.2,0
TOM1L2,12.2,0
PLCXD1,12.2,0
ENSG00000284779,12.2,0
TRIT1,12.1,0
POLR3E,12.1,0
FUNDC1,12.1,0
USP40,12.1,0
PDCD7,12.1,0
TANGO6,12.1,0
CD276,12.1,0
ATP13A1,12.1,0
RFC5,12.1,0
ZNF451,12.1,0
KDM3A,12.1,0
COIL,12.1,0
SMU1,12.1,0
ST3GAL3,12.1,0
DPH2,12.1,0
EPSTI1,12.1,0
POSTN,12.1,0
SEMA6C,12.1,0
FERMT3,12.1,0
MAGI1,12.1,0
PANK4,12.1,0
CRYAA,12.1,0
EXTL2,12.1,0
SLMAP,12.1,0
FAM219A,12.1,0
TRUB1,12.1,0
VPS39,12.1,0
GON7,12.1,0
PODN,12.1,0
TSHZ2,12.1,0
CCDC125,12.1,0
KLHDC8B,12.1,0
IGF2R,12.1,0
GPATCH3,12.1,0
PRRC2B,12.1,0
FAS,12,0
ZC3H11A,12,0
ZNF268,12,0
KDELR3,12,0
TRIP11,12,0
PPP1R13L,12,0
PRKD2,12,0
WNT3,12,0
CAMTA2,12,0
CD69,12,0
ZNF684,12,0
SEC22A,12,0
MAP1S,12,0
VPS37B,12,0
UNC45A,12,0
ZMYM4,12,0
BTG3,12,0
CLIC2,12,0
APPL1,12,0
USP24,12,0
SNX7,12,0
PGGT1B,12,0
HNF4G,12,0
ZNF83,12,0
KLHL15,12,0
CCDC71,12,0
ZNF721,12,0
NELFA,12,0
ARL4C,12,0
PRR22,12,0
GANC,12,0
ENSG00000258311,12,0
ZNF224,12,0
CCL3,12,0
SEC61A2,11.9,0
TNRC6A,11.9,0
GLA,11.9,0
NPM3,11.9,0
ARHGAP21,11.9,0
STX2,11.9,0
ORC4,11.9,0
CD58,11.9,0
DESI2,11.9,0
NT5C3A,11.9,0
WDR44,11.9,0
GIMAP6,11.9,0
NEIL1,11.9,0
BBS4,11.9,0
CASK,11.9,0
INPP5E,11.9,0
CMIP,11.9,0
MMP14,11.9,0
MON1A,11.9,0
NIPBL,11.9,0
CTRB2,11.9,0
SIN3A,11.9,0
CTU2,11.9,0
LONRF3,11.9,0
NR2C2,11.9,0
DTX3,11.9,0
ZNF467,11.9,0
INTS5,11.9,0
IGHV3-49,11.9,0
GLI4,11.9,0
CYP3A7-CYP3A51P,11.9,0
CALCRL,11.8,0
EED,11.8,0
CDC14B,11.8,0
XIAP,11.8,0
UBE2W,11.8,0
CCSER2,11.8,0
PNO1,11.8,0
PYROXD2,11.8,0
FAM53C,11.8,0
CNTFR,11.8,0
SRD5A3,11.8,0
FAM104A,11.8,0
C12orf29,11.8,0
PDPK1,11.8,0
PAMR1,11.8,0
KYAT1,11.8,0
SLC25A33,11.8,0
ZMAT3,11.8,0
CYB5D1,11.8,0
CNOT10,11.8,0
MFAP5,11.8,0
YTHDC2,11.7,0
MSANTD3,11.7,0
L2HGDH,11.7,0
RNF125,11.7,0
SNAPC2,11.7,0
TBC1D9,11.7,0
ASCC3,11.7,0
PER2,11.7,0
GLIPR1,11.7,0
TMX1,11.7,0
TCF7L1,11.7,0
SLC25A45,11.7,0
KIAA1522,11.7,0
VIRMA,11.7,0
TMEM68,11.7,0
IL7R,11.7,0
DENND5B,11.7,0
TRMT61B,11.7,0
PRKCE,11.7,0
ZNF131,11.7,0
THAP6,11.7,0
HAPLN4,11.7,0
ATG7,11.7,0
STK38L,11.7,0
FASTKD5,11.7,0
SMIM27,11.7,0
ALKBH6,11.7,0
TBXAS1,11.6,0
LYRM2,11.6,0
SUSD6,11.6,0
TRIM35,11.6,0
STN1,11.6,0
MADD,11.6,0
SLF2,11.6,0
RBM19,11.6,0
ARFGEF2,11.6,0
UPF3B,11.6,0
PRKRIP1,11.6,0
PATJ,11.6,0
GRHL1,11.6,0
CERS5,11.6,0
BCAS3,11.6,0
RASA1,11.6,0
BLOC1S4,11.6,0
NF1,11.6,0
ZNF335,11.6,0
ZNF251,11.6,0
CEMP1,11.6,0
C1QTNF5,11.6,0
PRAF2,11.6,0
ZCCHC3,11.6,0
LAS1L,11.5,0
SIRT6,11.5,0
RIN3,11.5,0
CARD8,11.5,0
TESK1,11.5,0
PPP1R9B,11.5,0
IL10RA,11.5,0
CYTIP,11.5,0
PHF13,11.5,0
FAM117A,11.5,0
PYROXD1,11.5,0
ENKD1,11.5,0
ZNF331,11.5,0
GGACT,11.5,0
CDK5RAP2,11.5,0
GXYLT1,11.5,0
FUT6,11.5,0
AMDHD2,11.5,0
FLYWCH2,11.5,0
RPS6KA4,11.5,0
RCHY1,11.5,0
TMEM161B,11.5,0
FRAT1,11.5,0
CDK12,11.5,0
SERF1A,11.5,0
LIG4,11.5,0
EIF3F,11.5,0
ZNF784,11.5,0
TMEM30B,11.5,0
TTC32,11.5,0
TMEM116,11.5,0
ZNF579,11.5,0
ZNF195,11.4,0
SIKE1,11.4,0
CPA1,11.4,0
IKZF5,11.4,0
ARHGEF18,11.4,0
APBA1,11.4,0
MAP2K6,11.4,0
CDK18,11.4,0
KHDRBS3,11.4,0
KCNK1,11.4,0
RARS2,11.4,0
ZC3H18,11.4,0
VPS11,11.4,0
METTL3,11.4,0
CTRB1,11.4,0
ADRA1B,11.4,0
RIOX2,11.4,0
RAB37,11.4,0
MTHFR,11.4,0
RABEP2,11.4,0
CREB3L2,11.4,0
KPNA4,11.4,0
SF3B3,11.4,0
MRTFA,11.4,0
TRIM33,11.4,0
RUSC2,11.4,0
MYCBP,11.4,0
STIMATE-MUSTN1,11.4,0
SMIM3,11.4,0
AGK,11.3,0
ALG1,11.3,0
GALC,11.3,0
DNAL4,11.3,0
LMF1,11.3,0
ABHD17B,11.3,0
CCDC6,11.3,0
ASF1A,11.3,0
TBP,11.3,0
LDAH,11.3,0
CCZ1,11.3,0
GNG11,11.3,0
POMT1,11.3,0
MDFIC,11.3,0
LRRC32,11.3,0
RNF121,11.3,0
HERC3,11.3,0
PIK3C2G,11.3,0
CCDC97,11.3,0
CELA3A,11.3,0
TRIM41,11.3,0
PTPRJ,11.3,0
TMEM218,11.3,0
COA7,11.3,0
DENND2D,11.3,0
CCNYL1,11.3,0
COL6A3,11.3,0
SELL,11.3,0
ERI2,11.3,0
CCHCR1,11.3,0
FNIP1,11.3,0
NUDT3,11.3,0
MIPEP,11.2,0
KIF1B,11.2,0
DDHD2,11.2,0
DOCK9,11.2,0
TTI1,11.2,0
ZMIZ1,11.2,0
ITFG2,11.2,0
ARMH3,11.2,0
CFP,11.2,0
TRMO,11.2,0
LRRC14,11.2,0
DNALI1,11.2,0
TRMT61A,11.2,0
DNAJC30,11.2,0
FBXO34,11.2,0
SH3BGR,11.2,0
TYW1,11.2,0
PET117,11.2,0
YAE1,11.2,0
PINX1,11.2,0
SKAP2,11.1,0
TEAD3,11.1,0
FAM76A,11.1,0
ARID4B,11.1,0
USP36,11.1,0
CLASP1,11.1,0
MZF1,11.1,0
SBF1,11.1,0
CHD8,11.1,0
NXT2,11.1,0
KNSTRN,11.1,0
BCAR3,11.1,0
RILPL2,11.1,0
OTULIN,11.1,0
RAB28,11.1,0
WDR90,11.1,0
NEMF,11.1,0
BAG5,11.1,0
FRS2,11.1,0
PTPRM,11.1,0
TYMS,11.1,0
FKRP,11.1,0
ENPP7,11.1,0
HSPA14,11.1,0
ZNF84,11.1,0
SAP25,11.1,0
NBPF26,11.1,0
SNURF,11.1,0
ENSG00000286264,11.1,0
MYCBP2,11,0
LIMCH1,11,0
JADE1,11,0
GSK3B,11,0
IFT74,11,0
KLHL22,11,0
NUP107,11,0
CRYBG1,11,0
BYSL,11,0
FAM193A,11,0
VPS4A,11,0
DMTF1,11,0
MFSD9,11,0
DMAC1,11,0
BAHD1,11,0
ULK3,11,0
NKAPD1,11,0
FRMD4A,11,0
TPCN2,11,0
CENPV,11,0
VPS37C,11,0
SSH3,11,0
BORCS6,11,0
TMEM184B,11,0
PPP1R3E,11,0
PLEKHO2,11,0
P2RY11,11,0
ATOSB,10.9,0
RABGAP1,10.9,0
BAK1,10.9,0
SH3YL1,10.9,0
RSF1,10.9,0
MXD1,10.9,0
SEL1L3,10.9,0
HIVEP1,10.9,0
ERICH1,10.9,0
ACAP2,10.9,0
GNLY,10.9,0
IL1R2,10.9,0
CREB1,10.9,0
SNX19,10.9,0
PXDN,10.9,0
HSD17B3,10.9,0
TBC1D8B,10.9,0
TLR2,10.9,0
RIT1,10.9,0
INTS3,10.9,0
DIAPH2,10.9,0
CNDP1,10.9,0
C12orf43,10.9,0
PPP1R21,10.9,0
EIF4E3,10.9,0
ZNF148,10.9,0
ZFYVE1,10.9,0
TRAPPC9,10.9,0
CCDC126,10.9,0
ZNF277,10.9,0
TRIM39,10.9,0
UQCC3,10.9,0
MYO19,10.9,0
BOD1L1,10.8,0
NCK2,10.8,0
XRCC1,10.8,0
TEAD2,10.8,0
PCNX1,10.8,0
CLASRP,10.8,0
MYH14,10.8,0
DIS3L2,10.8,0
TSLP,10.8,0
PCGF6,10.8,0
MNDA,10.8,0
RPP14,10.8,0
PIGO,10.8,0
ABTB2,10.8,0
SEMA4C,10.8,0
LGALS9,10.8,0
KRT13,10.8,0
SMURF1,10.8,0
IGKV2D-28,10.8,0
THTPA,10.8,0
CFAP298-TCP10L,10.8,0
EDC4,10.7,0
TBC1D22A,10.7,0
REST,10.7,0
IPO11,10.7,0
RNMT,10.7,0
AXIN1,10.7,0
DTWD1,10.7,0
PHF14,10.7,0
KCTD10,10.7,0
MSH3,10.7,0
GTF3C3,10.7,0
SLC25A16,10.7,0
WDR24,10.7,0
MYBBP1A,10.7,0
RBMX2,10.7,0
SKP2,10.7,0
RGS10,10.7,0
ESAM,10.7,0
NDUFV3,10.7,0
LBHD1,10.7,0
NCKAP5L,10.7,0
PXK,10.7,0
C2orf68,10.7,0
NRTN,10.7,0
EID2,10.7,0
FBXL6,10.7,0
RGPD2,10.7,0
ZNF75D,10.7,0
BLOC1S5,10.7,0
DENND4B,10.7,0
SCYL3,10.6,0
FAM168A,10.6,0
DIP2B,10.6,0
EVI5,10.6,0
KIZ,10.6,0
RNF215,10.6,0
RSRC2,10.6,0
C2CD5,10.6,0
KLRB1,10.6,0
RNF19B,10.6,0
MYCL,10.6,0
MTRF1,10.6,0
DCAF10,10.6,0
SLC35E1,10.6,0
VPS45,10.6,0
PPOX,10.6,0
MR1,10.6,0
PCNT,10.6,0
MAML1,10.6,0
IFI27L1,10.6,0
TMEM170A,10.6,0
ZNF558,10.6,0
NME6,10.6,0
PACS1,10.6,0
EPOR,10.6,0
ZNF559,10.6,0
LCMT1,10.6,0
TRBC1,10.6,0
SLC10A5,10.6,0
MSL3,10.5,0
CHFR,10.5,0
ANKRD24,10.5,0
ZMYND8,10.5,0
CRNKL1,10.5,0
RAPGEFL1,10.5,0
DSE,10.5,0
CD86,10.5,0
NOL10,10.5,0
TMTC4,10.5,0
MTERF1,10.5,0
CNN1,10.5,0
DDA1,10.5,0
RNF38,10.5,0
GIT2,10.5,0
LRIG1,10.5,0
KLHL8,10.5,0
TIFA,10.5,0
ASB6,10.5,0
FBXO4,10.5,0
PDK1,10.5,0
PAN3,10.5,0
CXCL13,10.5,0
AZI2,10.5,0
GAPVD1,10.5,0
NDST2,10.5,0
ZNF592,10.5,0
ENGASE,10.5,0
APEX2,10.5,0
ZBTB21,10.5,0
EDC3,10.5,0
WWOX,10.5,0
RSBN1L,10.5,0
GSPT2,10.5,0
MIB2,10.5,0
IGHV3-21,10.5,0
CEP95,10.5,0
USP28,10.4,0
WDR3,10.4,0
UBE2D4,10.4,0
ZNF446,10.4,0
NLK,10.4,0
OSGEP,10.4,0
CDK5RAP1,10.4,0
ZC3HAV1,10.4,0
ABHD11,10.4,0
ANKMY2,10.4,0
MFSD10,10.4,0
PITPNM1,10.4,0
STAMBP,10.4,0
ASCL1,10.4,0
HSPG2,10.4,0
POGK,10.4,0
TLK2,10.4,0
SLC30A6,10.4,0
MIER3,10.4,0
PABIR2,10.4,0
LRRC58,10.4,0
TLR3,10.4,0
RNF214,10.4,0
ZNF561,10.4,0
EHBP1L1,10.4,0
FAM219B,10.4,0
GNG2,10.4,0
MAFG,10.4,0
ZNF44,10.4,0
DDO,10.4,0
TTC4,10.4,0
DVL2,10.3,0
EHD3,10.3,0
TNC,10.3,0
PIK3CB,10.3,0
OPN3,10.3,0
APPBP2,10.3,0
SPEN,10.3,0
MARK2,10.3,0
PPIL2,10.3,0
VPS18,10.3,0
TFPT,10.3,0
KDM4C,10.3,0
UBE2S,10.3,0
HTRA2,10.3,0
FMOD,10.3,0
ATG4C,10.3,0
IRAK2,10.3,0
KLHL36,10.3,0
WDR20,10.3,0
INTS7,10.3,0
TMF1,10.3,0
NFKBIE,10.3,0
INIP,10.3,0
NBAS,10.3,0
PELO,10.3,0
TRIM56,10.3,0
BRD3,10.3,0
UNC119B,10.3,0
TMEM187,10.3,0
BHLHA15,10.3,0
ADAP2,10.3,0
NR2C2AP,10.3,0
ZFP1,10.3,0
LTN1,10.3,0
C6orf47,10.3,0
TRDC,10.3,0
FGR,10.2,0
FAT1,10.2,0
CSTF1,10.2,0
PRLR,10.2,0
STAM2,10.2,0
RBBP5,10.2,0
RPS6KA1,10.2,0
ZNF337,10.2,0
SOX5,10.2,0
STAT4,10.2,0
SETD1B,10.2,0
FBXL17,10.2,0
RASSF3,10.2,0
AHCTF1,10.2,0
SLC45A3,10.2,0
DNAJB14,10.2,0
SAC3D1,10.2,0
FEN1,10.2,0
CAVIN3,10.2,0
CLEC7A,10.2,0
VMO1,10.2,0
PGP,10.2,0
NF2,10.2,0
HELZ,10.2,0
PHETA1,10.2,0
KLHL9,10.2,0
PNMA6A,10.2,0
TRAPPC2B,10.2,0
ZNF10,10.2,0
SMIM10L1,10.2,0
EPDR1,10.1,0
MAST3,10.1,0
MTAP,10.1,0
KCTD9,10.1,0
GTPBP4,10.1,0
GALNT18,10.1,0
ELK3,10.1,0
TRIM23,10.1,0
FOXP1,10.1,0
NEK4,10.1,0
STAG1,10.1,0
SERPINE2,10.1,0
UCK2,10.1,0
USP21,10.1,0
HNRNPLL,10.1,0
SGCB,10.1,0
ANKRA2,10.1,0
CREBRF,10.1,0
ZNF367,10.1,0
GATAD2A,10.1,0
TK1,10.1,0
UBE2O,10.1,0
VPS37D,10.1,0
ZNF397,10.1,0
TAP2,10.1,0
LAT,10.1,0
DBNDD2,10.1,0
TTC19,10,0
AKAP11,10,0
UBA6,10,0
GMCL1,10,0
GZMK,10,0
DENND1A,10,0
SPRYD7,10,0
POLR1B,10,0
ZBED3,10,0
HUS1,10,0
GOLGA1,10,0
CMTM3,10,0
TMEM91,10,0
MOB3C,10,0
DIPK1B,10,0
LARP6,10,0
DIS3L,10,0
UPF3A,10,0
ZNF212,10,0
SMAGP,10,0
TSNARE1,10,0
C3AR1,10,0
MAB21L4,10,0
ZNF621,10,0
FBXO46,10,0
C18orf32,10,0
FAM167B,10,0
OLFML1,10,0
SIPA1L1,10,0
ARID3C,10,0
IGHV3-15,10,0
MDP1,10,0
