GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N
Plxdc1,PLXDC1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Plxdc2,PLXDC2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Plxna2,PLXNA2,Daneman,liver_only,TRUE,FALSE,TRUE,2
Plxnb1,PLXNB1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Plxnb2,PLXNB2,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Plxnd1,PLXND1,Daneman,lung_only,TRUE,FALSE,TRUE,2
Pmepa1,PMEPA1,Munji,NA,TRUE,FALSE,TRUE,2
Pml,PML,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pnpla6,PNPLA6,Munji,NA,TRUE,FALSE,FALSE,1
Pole4,POLE4,Daneman,liver_only,TRUE,FALSE,FALSE,1
Polg2,POLG2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Polk,POLK,Both,liver_only,TRUE,FALSE,FALSE,1
Pomc,POMC,Munji,NA,TRUE,FALSE,FALSE,1
Porcn,PORCN,Munji,NA,TRUE,FALSE,FALSE,1
Ppapdc2,PPAPDC2,Munji,NA,FALSE,FALSE,FALSE,0
Ppard,PPARD,Munji,NA,TRUE,FALSE,TRUE,2
Ppic,PPIC,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ppm1a,PPM1A,Daneman,liver_only,TRUE,FALSE,FALSE,1
Ppm1h,PPM1H,Munji,NA,TRUE,FALSE,TRUE,2
Ppp1r14a,PPP1R14A,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Ppp1r14b,PPP1R14B,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ppp1r2,PPP1R2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Ppp1r35,PPP1R35,Munji,NA,TRUE,FALSE,FALSE,1
Ppp1r7,PPP1R7,Daneman,liver_only,TRUE,FALSE,FALSE,1
Ppp1r8,PPP1R8,Munji,NA,TRUE,FALSE,FALSE,1
Ppp1r9a,PPP1R9A,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ppp2cb,PPP2CB,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ppp3cc,PPP3CC,Both,liver_only,TRUE,FALSE,FALSE,1
Ppp5c,PPP5C,Daneman,lung_only,TRUE,FALSE,FALSE,1
Prcp,PRCP,Daneman,lung_only,TRUE,FALSE,FALSE,1
Prdm1,PRDM1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Prdm16,PRDM16,Daneman,liver_only,TRUE,FALSE,FALSE,1
Prdm9,PRDM9,Munji,NA,FALSE,FALSE,FALSE,0
Prdx2,PRDX2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Prdx3,PRDX3,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Prdx4,PRDX4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Prdx5,PRDX5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Prdx6,PRDX6,Daneman,lung_only,TRUE,FALSE,FALSE,1
Prelp,PRELP,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Prep,PREP,Daneman,lung_only,TRUE,FALSE,FALSE,1
Prickle1,PRICKLE1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Prickle2,PRICKLE2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Prkar1b,PRKAR1B,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Prkch,PRKCH,Daneman,liver_only,TRUE,FALSE,TRUE,2
Prnd,PRND,Daneman,lung_only,TRUE,FALSE,FALSE,1
Prnp,PRNP,Daneman,lung_only,TRUE,FALSE,FALSE,1
Prom1,PROM1,Both,liver_only,TRUE,FALSE,FALSE,1
Prpf39,PRPF39,Daneman,liver_only,TRUE,FALSE,FALSE,1
Prpf4b,PRPF4B,Daneman,liver_only,TRUE,FALSE,FALSE,1
Prr12,PRR12,Munji,NA,TRUE,FALSE,FALSE,1
Prss23,PRSS23,Daneman,liver_only,TRUE,FALSE,TRUE,2
Prune,PRUNE,Munji,NA,FALSE,FALSE,FALSE,0
Psat1,PSAT1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Psip1,PSIP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Psma5,PSMA5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Psmb10,PSMB10,Daneman,liver_only,TRUE,FALSE,FALSE,1
Psmb2,PSMB2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Psmb4,PSMB4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Psmc4,PSMC4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Psmc5,PSMC5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Psmd13,PSMD13,Daneman,lung_only,TRUE,FALSE,FALSE,1
Psmd8,PSMD8,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ptdss2,PTDSS2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pten,PTEN,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Ptgds,PTGDS,Munji,NA,TRUE,FALSE,TRUE,2
Ptger4,PTGER4,Daneman,liver_only,TRUE,FALSE,FALSE,1
Ptgfrn,PTGFRN,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ptgis,PTGIS,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ptn,PTN,Both,liver_only,TRUE,FALSE,TRUE,2
Ptov1,PTOV1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ptp4a3,PTP4A3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ptpla,PTPLA,Daneman,lung_only,FALSE,FALSE,FALSE,0
Ptpn9,PTPN9,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Ptpre,PTPRE,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ptprf,PTPRF,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ptprk,PTPRK,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ptprr,PTPRR,Daneman,liver_only,TRUE,FALSE,TRUE,2
Pttg1,PTTG1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pura,PURA,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pvrl2,PVRL2,Daneman,lung_only,FALSE,FALSE,FALSE,0
Pygb,PYGB,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rab11fip1,RAB11FIP1,Munji,NA,TRUE,FALSE,FALSE,1
Rab11fip5,RAB11FIP5,Daneman,liver_only,TRUE,FALSE,FALSE,1
Rab12,RAB12,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rab13,RAB13,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rab24,RAB24,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rab3il1,RAB3IL1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rad1,RAD1,Munji,NA,TRUE,FALSE,FALSE,1
Rad51ap1,RAD51AP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rad54b,RAD54B,Both,liver_only,TRUE,FALSE,FALSE,1
Ralb,RALB,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ralgds,RALGDS,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ralgps2,RALGPS2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ranbp1,RANBP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rap2c,RAP2C,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rapgef3,RAPGEF3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Raph1,RAPH1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Rarres2,RARRES2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Rasgrp4,RASGRP4,Munji,NA,FALSE,FALSE,FALSE,0
Rassf4,RASSF4,Daneman,liver_only,TRUE,FALSE,FALSE,1
Rassf8,RASSF8,Munji,NA,TRUE,FALSE,TRUE,2
Rb1,RB1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Rbm20,RBM20,Munji,NA,TRUE,FALSE,FALSE,1
Rbp1,RBP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rcan2,RCAN2,Munji,NA,TRUE,FALSE,TRUE,2
Rcc2,RCC2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rcn1,RCN1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rcn3,RCN3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rdx,RDX,Daneman,liver_only,TRUE,FALSE,FALSE,1
Reck,RECK,Both,liver_only,TRUE,FALSE,FALSE,1
Relb,RELB,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rep15,REP15,Munji,NA,TRUE,FALSE,FALSE,1
Ret,RET,Munji,NA,FALSE,FALSE,FALSE,0
Rfk,RFK,Daneman,liver_only,TRUE,FALSE,FALSE,1
Rfxank,RFXANK,Munji,NA,TRUE,FALSE,FALSE,1
Rgs16,RGS16,Daneman,lung_only,TRUE,FALSE,TRUE,2
Rgs2,RGS2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rgs4,RGS4,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Rhobtb1,RHOBTB1,Munji,NA,TRUE,FALSE,TRUE,2
Rhobtb3,RHOBTB3,Daneman,lung_only,TRUE,FALSE,TRUE,2
Rhoc,RHOC,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rhoj,RHOJ,Daneman,lung_only,TRUE,FALSE,TRUE,2
Rhpn2,RHPN2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Ribc1,RIBC1,Munji,NA,TRUE,FALSE,FALSE,1
Rnase4,RNASE4,Daneman,liver_only,TRUE,FALSE,FALSE,1
Rnf103,RNF103,Daneman,liver_only,TRUE,FALSE,FALSE,1
Rnf141,RNF141,Daneman,liver_only,TRUE,FALSE,FALSE,1
Rnf144b,RNF144B,Munji,NA,TRUE,TRUE,TRUE,3
Rnf168,RNF168,Munji,NA,TRUE,FALSE,FALSE,1
Rpl11,RPL11,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rpl12,RPL12,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rpl13a,RPL13A,Daneman,lung_only,TRUE,FALSE,TRUE,2
Rpl18,RPL18,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rpl23,RPL23,Daneman,lung_only,TRUE,FALSE,TRUE,2
Rpl27,RPL27,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rpl35,RPL35,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rps17,RPS17,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rps18,RPS18,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rps26,RPS26,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rps27l,RPS27L,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rps3,RPS3,Daneman,lung_only,TRUE,FALSE,TRUE,2
Rps6ka2,RPS6KA2,Daneman,lung_only,TRUE,FALSE,TRUE,2
Rps6ka3,RPS6KA3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rps6ka5,RPS6KA5,Daneman,liver_only,TRUE,TRUE,TRUE,3
Rps7,RPS7,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rps8,RPS8,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rps9,RPS9,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rras2,RRAS2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rrm2,RRM2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Rrm2b,RRM2B,Daneman,liver_only,TRUE,FALSE,FALSE,1
Rrnad1,RRNAD1,Munji,NA,TRUE,FALSE,FALSE,1
Rsad2,RSAD2,Daneman,liver_only,TRUE,FALSE,TRUE,2
Rsbn1,RSBN1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Rsc1a1,RSC1A1,Daneman,lung_only,FALSE,FALSE,FALSE,0
Rtn4,RTN4,Daneman,lung_only,TRUE,FALSE,TRUE,2
Rybp,RYBP,Daneman,liver_only,TRUE,FALSE,FALSE,1
S100a1,S100A1,Daneman,liver_only,TRUE,FALSE,FALSE,1
S100a10,S100A10,Daneman,liver_only,TRUE,FALSE,TRUE,2
Sacm1l,SACM1L,Daneman,liver_only,TRUE,FALSE,FALSE,1
Samd9l,SAMD9L,Daneman,liver_only,TRUE,FALSE,FALSE,1
Samhd1,SAMHD1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Sap18,SAP18,Daneman,liver_only,TRUE,FALSE,FALSE,1
Sass6,SASS6,Munji,NA,TRUE,FALSE,FALSE,1
Sc5d,SC5D,Daneman,liver_only,TRUE,FALSE,FALSE,1
Sccpdh,SCCPDH,Daneman,lung_only,TRUE,FALSE,FALSE,1
Scfd2,SCFD2,Munji,NA,TRUE,FALSE,FALSE,1
Scgb3a1,SCGB3A1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Schip1,SCHIP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Scn2b,SCN2B,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Scn3b,SCN3B,Daneman,liver_only,TRUE,FALSE,FALSE,1
Scrn3,SCRN3,Munji,NA,TRUE,FALSE,FALSE,1
Scube2,SCUBE2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Sdc2,SDC2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Sdcbp2,SDCBP2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Sdf4,SDF4,Daneman,liver_only,TRUE,FALSE,FALSE,1
Sdhd,SDHD,Daneman,lung_only,TRUE,FALSE,FALSE,1
Sdpr,SDPR,Daneman,liver_only,FALSE,FALSE,FALSE,0
Sec63,SEC63,Daneman,lung_only,TRUE,FALSE,FALSE,1
Sema3c,SEMA3C,Daneman,liver_only,TRUE,FALSE,FALSE,1
Sema3g,SEMA3G,Daneman,liver_only,TRUE,FALSE,TRUE,2
Sema5a,SEMA5A,Daneman,liver_only,TRUE,FALSE,FALSE,1
Sema7a,SEMA7A,Both,liver_only,TRUE,FALSE,FALSE,1
Serbp1,SERBP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Serinc5,SERINC5,Munji,NA,TRUE,FALSE,TRUE,2
Serpina1b,SERPINA1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Serpinb1a,SERPINB1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Serpinb9,SERPINB9,Daneman,liver_only,TRUE,FALSE,FALSE,1
Serpine1,SERPINE1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Serpinf1,SERPINF1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Serping1,SERPING1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Serpinh1,SERPINH1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Serpini1,SERPINI1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Sesn1,SESN1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Sestd1,SESTD1,Munji,NA,TRUE,FALSE,FALSE,1
Sf3b4,SF3B4,Munji,NA,TRUE,FALSE,FALSE,1
Sfxn1,SFXN1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Sgce,SGCE,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
D8Ertd82e,SGK223,Daneman,lung_only,FALSE,FALSE,FALSE,0
Sgms1,SGMS1,Munji,NA,TRUE,FALSE,TRUE,2
Sgms2,SGMS2,Munji,NA,TRUE,FALSE,FALSE,1
Sgpp1,SGPP1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Sgpp2,SGPP2,Both,liver_only,TRUE,FALSE,TRUE,2
Sh3bp4,SH3BP4,Munji,NA,TRUE,FALSE,TRUE,2
Sh3bp5,SH3BP5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Sh3kbp1,SH3KBP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Shroom1,SHROOM1,Munji,NA,TRUE,FALSE,TRUE,2
Siah1a,SIAH1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Sin3b,SIN3B,Daneman,lung_only,TRUE,FALSE,FALSE,1
Sirt1,SIRT1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Skap1,SKAP1,Munji,NA,TRUE,FALSE,FALSE,1
Ski,SKI,Daneman,liver_only,TRUE,FALSE,FALSE,1
Slc12a2,SLC12A2,Daneman,liver_and_lung,TRUE,TRUE,TRUE,3
Slc12a5,SLC12A5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc12a6,SLC12A6,Daneman,liver_only,TRUE,FALSE,FALSE,1
Slc16a2,SLC16A2,Both,liver_only,TRUE,FALSE,FALSE,1
Slc16a4,SLC16A4,Munji,NA,TRUE,FALSE,FALSE,1
Slc16a6,SLC16A6,Munji,NA,TRUE,FALSE,FALSE,1
Slc19a1,SLC19A1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Slc19a3,SLC19A3,Both,liver_only,TRUE,FALSE,FALSE,1
Slc1a1,SLC1A1,Both,liver_only,TRUE,TRUE,TRUE,3
Slc1a4,SLC1A4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc22a5,SLC22A5,Daneman,liver_only,TRUE,FALSE,FALSE,1
Slc22a8,SLC22A8,Munji,NA,TRUE,FALSE,FALSE,1
Slc25a10,SLC25A10,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc25a20,SLC25A20,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc25a24,SLC25A24,Daneman,liver_only,TRUE,FALSE,FALSE,1
Slc27a1,SLC27A1,Munji,NA,TRUE,FALSE,FALSE,1
Slc29a1,SLC29A1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc2a1,SLC2A1,Munji,NA,TRUE,FALSE,TRUE,2
Slc30a1,SLC30A1,Munji,NA,TRUE,FALSE,TRUE,2
Slc30a10,SLC30A10,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Slc31a1,SLC31A1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc35d2,SLC35D2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Slc35f2,SLC35F2,Munji,NA,TRUE,FALSE,FALSE,1
Slc36a1,SLC36A1,Munji,NA,TRUE,FALSE,FALSE,1
Slc38a1,SLC38A1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc38a3,SLC38A3,Munji,NA,TRUE,FALSE,FALSE,1
Slc38a5,SLC38A5,Both,lung_only,TRUE,FALSE,TRUE,2
Slc39a10,SLC39A10,Munji,NA,TRUE,TRUE,TRUE,3
Slc39a8,SLC39A8,Daneman,lung_only,TRUE,FALSE,TRUE,2
Slc40a1,SLC40A1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Slc41a1,SLC41A1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc43a2,SLC43A2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc43a3,SLC43A3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc44a5,SLC44A5,Munji,NA,TRUE,FALSE,FALSE,1
Slc45a4,SLC45A4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc4a1,SLC4A1,Munji,NA,TRUE,FALSE,FALSE,1
Slc52a2,SLC52A2,Munji,NA,TRUE,FALSE,FALSE,1
Slc52a3,SLC52A3,Munji,NA,TRUE,FALSE,FALSE,1
Slc5a6,SLC5A6,Munji,NA,TRUE,FALSE,FALSE,1
Slc6a13,SLC6A13,Munji,NA,TRUE,FALSE,FALSE,1
Slc6a6,SLC6A6,Munji,NA,TRUE,FALSE,FALSE,1
Slc7a1,SLC7A1,Munji,NA,TRUE,FALSE,TRUE,2
Slc7a11,SLC7A11,Munji,NA,TRUE,FALSE,FALSE,1
Slc7a3,SLC7A3,Munji,NA,FALSE,FALSE,FALSE,0
Slc7a5,SLC7A5,Munji,NA,TRUE,FALSE,TRUE,2
Slc7a7,SLC7A7,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc7a8,SLC7A8,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slc9a2,SLC9A2,Munji,NA,TRUE,FALSE,FALSE,1
Slco1c1,SLCO1C1,Munji,NA,TRUE,FALSE,FALSE,1
Slco2a1,SLCO2A1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Slco2b1,SLCO2B1,Munji,NA,TRUE,FALSE,TRUE,2
Slco3a1,SLCO3A1,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Slfn5,SLFN5,Daneman,liver_only,TRUE,FALSE,TRUE,2
Smad1,SMAD1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Smad3,SMAD3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Smad6,SMAD6,Daneman,liver_only,TRUE,FALSE,TRUE,2
Smad7,SMAD7,Both,liver_only,TRUE,FALSE,FALSE,1
Smap1,SMAP1,Munji,NA,TRUE,FALSE,FALSE,1
Smarce1,SMARCE1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Smox,SMOX,Both,lung_only,TRUE,FALSE,FALSE,1
Snca,SNCA,Daneman,lung_only,TRUE,FALSE,FALSE,1
Snrnp35,SNRNP35,Munji,NA,TRUE,FALSE,FALSE,1
Snrpa1,SNRPA1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Snrpd3,SNRPD3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Snrpf,SNRPF,Daneman,lung_only,TRUE,FALSE,FALSE,1
Snx13,SNX13,Daneman,liver_only,TRUE,FALSE,FALSE,1
Snx16,SNX16,Daneman,liver_only,TRUE,FALSE,FALSE,1
Snx4,SNX4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Snx5,SNX5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Socs1,SOCS1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Socs4,SOCS4,Daneman,liver_only,TRUE,FALSE,FALSE,1
Socs5,SOCS5,Daneman,liver_only,TRUE,FALSE,FALSE,1
Sorbs1,SORBS1,Both,liver_only,TRUE,FALSE,FALSE,1
Sorbs2,SORBS2,Both,liver_only,TRUE,FALSE,TRUE,2
Sos1,SOS1,Munji,NA,TRUE,FALSE,TRUE,2
Sox11,SOX11,Daneman,lung_only,TRUE,FALSE,FALSE,1
Sox17,SOX17,Daneman,liver_only,TRUE,FALSE,TRUE,2
Sox18,SOX18,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Sox4,SOX4,Daneman,lung_only,TRUE,FALSE,TRUE,2
Sox9,SOX9,Munji,NA,TRUE,FALSE,FALSE,1
Sparcl1,SPARCL1,Munji,NA,TRUE,FALSE,TRUE,2
Spata5l1,SPATA5L1,Munji,NA,TRUE,FALSE,FALSE,1
Spock2,SPOCK2,Munji,NA,TRUE,FALSE,TRUE,2
Spred2,SPRED2,Daneman,liver_only,TRUE,FALSE,TRUE,2
Spry4,SPRY4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Spsb1,SPSB1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Srf,SRF,Munji,NA,TRUE,FALSE,FALSE,1
Srgap2,SRGAP2,Munji,NA,TRUE,FALSE,TRUE,2
Srm,SRM,Daneman,lung_only,TRUE,FALSE,FALSE,1
Srp9,SRP9,Daneman,lung_only,TRUE,FALSE,FALSE,1
Srpk2,SRPK2,Daneman,liver_only,TRUE,FALSE,TRUE,2
Ssbp4,SSBP4,Munji,NA,TRUE,FALSE,FALSE,1
Ssr2,SSR2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ssr4,SSR4,Daneman,lung_only,TRUE,FALSE,FALSE,1
St3gal6,ST3GAL6,Munji,NA,TRUE,FALSE,FALSE,1
St6gal1,ST6GAL1,Daneman,liver_only,TRUE,FALSE,TRUE,2
St6galnac2,ST6GALNAC2,Both,liver_only,TRUE,FALSE,FALSE,1
St6galnac3,ST6GALNAC3,Daneman,liver_only,TRUE,FALSE,TRUE,2
St8sia4,ST8SIA4,Munji,NA,TRUE,FALSE,FALSE,1
Stab1,STAB1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Stard10,STARD10,Daneman,liver_only,TRUE,FALSE,FALSE,1
Stard3,STARD3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Stat1,STAT1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Stat3,STAT3,Daneman,liver_only,TRUE,TRUE,FALSE,2
Steap3,STEAP3,Munji,NA,TRUE,FALSE,FALSE,1
Stk11ip,STK11IP,Munji,NA,TRUE,FALSE,FALSE,1
Stmn2,STMN2,Daneman,liver_only,FALSE,FALSE,FALSE,0
Stom,STOM,Daneman,liver_only,TRUE,FALSE,TRUE,2
Stra6,STRA6,Munji,NA,TRUE,FALSE,FALSE,1
Stx12,STX12,Daneman,liver_only,TRUE,FALSE,TRUE,2
Stx3,STX3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Stx6,STX6,Daneman,lung_only,TRUE,FALSE,FALSE,1
Stxbp6,STXBP6,Daneman,liver_only,TRUE,TRUE,TRUE,3
Sugp2,SUGP2,Munji,NA,TRUE,FALSE,FALSE,1
Sulf2,SULF2,Daneman,liver_only,TRUE,TRUE,TRUE,3
Surf6,SURF6,Munji,NA,TRUE,FALSE,FALSE,1
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Syne1,SYNE1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Synm,SYNM,Munji,NA,TRUE,FALSE,FALSE,1
Synpo2,SYNPO2,Munji,NA,TRUE,FALSE,TRUE,2
Syt7,SYT7,Both,liver_only,TRUE,FALSE,FALSE,1
Sytl1,SYTL1,Munji,NA,TRUE,FALSE,FALSE,1
Tacc2,TACC2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Tacc3,TACC3,Munji,NA,TRUE,FALSE,FALSE,1
Tacr3,TACR3,Daneman,lung_only,FALSE,FALSE,FALSE,0
Tada2a,TADA2A,Munji,NA,TRUE,FALSE,FALSE,1
Tax1bp3,TAX1BP3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Tbc1d14,TBC1D14,Munji,NA,TRUE,FALSE,FALSE,1
Tbc1d4,TBC1D4,Both,liver_only,TRUE,FALSE,TRUE,2
Tbrg4,TBRG4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Tbx1,TBX1,Both,liver_only,TRUE,FALSE,FALSE,1
Tbx2,TBX2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Tbx3,TBX3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Tceal8,TCEAL8,Daneman,lung_only,TRUE,FALSE,FALSE,1
Tcf19,TCF19,Daneman,lung_only,TRUE,FALSE,FALSE,1
Tcf23,TCF23,Daneman,liver_only,TRUE,FALSE,FALSE,1
Tchp,TCHP,Munji,NA,TRUE,FALSE,FALSE,1
Tdg,TDG,Daneman,lung_only,TRUE,FALSE,FALSE,1
Tecrl,TECRL,Munji,NA,FALSE,FALSE,FALSE,0
Tenc1,TENC1,Daneman,liver_and_lung,FALSE,FALSE,FALSE,0
Tes,TES,Daneman,lung_only,TRUE,FALSE,FALSE,1
Trf,TF,Daneman,lung_only,TRUE,FALSE,FALSE,1
Tfdp1,TFDP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Tfpi,TFPI,Daneman,lung_only,TRUE,FALSE,TRUE,2
Tfpi2,TFPI2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Tfrc,TFRC,Munji,NA,TRUE,FALSE,TRUE,2
Tgfa,TGFA,Munji,NA,TRUE,FALSE,FALSE,1
Tgfb2,TGFB2,Munji,NA,TRUE,FALSE,FALSE,1
Tgfbi,TGFBI,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Tgfbr3,TGFBR3,Daneman,liver_only,TRUE,FALSE,TRUE,2
